filename,width,height,class,xmin,ymin,xmax,ymax
383_jpg.rf.8fa0eda3462127f319d9ce57ffe15f80.jpg,400,400,vehicle,179,338,208,363
337_jpg.rf.a5bc1e7c77ca44f4949f5af0498478a0.jpg,400,400,tennis court,169,216,211,268
337_jpg.rf.a5bc1e7c77ca44f4949f5af0498478a0.jpg,400,400,tennis court,191,199,231,252
337_jpg.rf.a5bc1e7c77ca44f4949f5af0498478a0.jpg,400,400,tennis court,210,183,251,233
424_jpg.rf.34bb681f03ad824e5f541c633b552c3a.jpg,400,400,vehicle,148,46,160,80
424_jpg.rf.34bb681f03ad824e5f541c633b552c3a.jpg,400,400,vehicle,151,86,161,115
424_jpg.rf.34bb681f03ad824e5f541c633b552c3a.jpg,400,400,vehicle,189,155,200,186
424_jpg.rf.34bb681f03ad824e5f541c633b552c3a.jpg,400,400,vehicle,179,197,189,226
424_jpg.rf.34bb681f03ad824e5f541c633b552c3a.jpg,400,400,vehicle,109,240,125,269
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,77,81,90,100
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,89,69,103,86
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,100,84,114,101
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,87,97,101,114
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,186,196,200,212
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,225,178,238,196
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,257,165,271,184
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,264,182,278,202
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,333,236,346,256
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,341,255,353,274
319_jpg.rf.6b073849409ce04813867a08777a51ef.jpg,400,400,storage tank,355,258,370,279
528_jpg.rf.868afa5e87b2909f1cb8107026728b70.jpg,400,400,bridge,122,98,184,221
528_jpg.rf.868afa5e87b2909f1cb8107026728b70.jpg,400,400,bridge,228,76,326,224
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,366,318,380,356
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,347,201,371,247
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,298,235,314,273
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,274,68,289,114
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,213,17,231,42
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,176,107,191,153
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,161,178,185,214
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,211,294,238,316
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,122,43,140,66
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,98,66,116,88
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,86,177,106,197
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,104,304,126,352
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,61,50,77,74
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,40,113,55,131
503_jpg.rf.15dcfaf7dfeaf36644abc649554e74e8.jpg,400,400,ship,19,91,33,118
129_jpg.rf.4448f549f2f81c56017472bcc62c5c49.jpg,400,400,baseball diamond,217,68,249,115
129_jpg.rf.4448f549f2f81c56017472bcc62c5c49.jpg,400,400,baseball diamond,295,95,329,153
521_jpg.rf.b3abbd9540b839bf579e0d97b29a53f9.jpg,400,400,airplane,231,60,258,95
521_jpg.rf.b3abbd9540b839bf579e0d97b29a53f9.jpg,400,400,airplane,268,62,296,97
521_jpg.rf.b3abbd9540b839bf579e0d97b29a53f9.jpg,400,400,airplane,213,217,252,268
521_jpg.rf.b3abbd9540b839bf579e0d97b29a53f9.jpg,400,400,airplane,211,282,250,334
521_jpg.rf.b3abbd9540b839bf579e0d97b29a53f9.jpg,400,400,airplane,103,214,143,266
577_jpg.rf.ccaa33a9b74c7a6c5dd289b4235885b3.jpg,400,400,baseball diamond,168,132,190,166
577_jpg.rf.ccaa33a9b74c7a6c5dd289b4235885b3.jpg,400,400,baseball diamond,199,134,217,163
577_jpg.rf.ccaa33a9b74c7a6c5dd289b4235885b3.jpg,400,400,baseball diamond,162,179,192,225
577_jpg.rf.ccaa33a9b74c7a6c5dd289b4235885b3.jpg,400,400,baseball diamond,200,171,229,221
411_jpg.rf.e06384772dff2f9c3b388cff9fc09e56.jpg,400,400,vehicle,0,115,22,151
411_jpg.rf.e06384772dff2f9c3b388cff9fc09e56.jpg,400,400,vehicle,44,162,71,206
411_jpg.rf.e06384772dff2f9c3b388cff9fc09e56.jpg,400,400,vehicle,231,340,266,392
492_jpg.rf.6853b5cce8e467dc6f3be9b2e94e1707.jpg,400,400,baseball diamond,167,147,218,212
492_jpg.rf.6853b5cce8e467dc6f3be9b2e94e1707.jpg,400,400,baseball diamond,90,250,138,314
492_jpg.rf.6853b5cce8e467dc6f3be9b2e94e1707.jpg,400,400,basketball court,194,306,235,342
492_jpg.rf.6853b5cce8e467dc6f3be9b2e94e1707.jpg,400,400,basketball court,239,265,279,297
492_jpg.rf.6853b5cce8e467dc6f3be9b2e94e1707.jpg,400,400,basketball court,241,299,280,329
629_jpg.rf.b0966ef661669e31a8705ba3fb8a4014.jpg,400,400,ground track field,115,105,234,239
629_jpg.rf.b0966ef661669e31a8705ba3fb8a4014.jpg,400,400,baseball diamond,205,38,238,79
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,105,62,142,98
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,30,249,62,282
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,156,124,191,156
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,215,206,256,244
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,220,265,262,303
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,306,140,354,189
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,310,216,361,273
049_jpg.rf.4cf0b1be1fa4c0e959ef3f4cdc37aa9f.jpg,400,400,airplane,299,292,355,355
489_jpg.rf.efef564169113bf1d69a10089b6eb3ae.jpg,400,400,baseball diamond,295,82,344,139
489_jpg.rf.efef564169113bf1d69a10089b6eb3ae.jpg,400,400,tennis court,153,217,172,277
489_jpg.rf.efef564169113bf1d69a10089b6eb3ae.jpg,400,400,tennis court,180,218,201,278
489_jpg.rf.efef564169113bf1d69a10089b6eb3ae.jpg,400,400,tennis court,209,220,230,280
489_jpg.rf.efef564169113bf1d69a10089b6eb3ae.jpg,400,400,tennis court,237,221,258,278
489_jpg.rf.efef564169113bf1d69a10089b6eb3ae.jpg,400,400,basketball court,90,248,134,288
576_jpg.rf.b92fdb6042d7e5ec0836cd570cfc13b1.jpg,400,400,baseball diamond,136,85,172,135
576_jpg.rf.b92fdb6042d7e5ec0836cd570cfc13b1.jpg,400,400,baseball diamond,149,205,185,262
576_jpg.rf.b92fdb6042d7e5ec0836cd570cfc13b1.jpg,400,400,baseball diamond,89,223,127,284
576_jpg.rf.b92fdb6042d7e5ec0836cd570cfc13b1.jpg,400,400,ground track field,36,86,125,272
226_jpg.rf.f5c5b844a7b998636589f982db876d44.jpg,400,400,ground track field,107,136,192,321
226_jpg.rf.f5c5b844a7b998636589f982db876d44.jpg,400,400,tennis court,141,321,159,357
226_jpg.rf.f5c5b844a7b998636589f982db876d44.jpg,400,400,tennis court,156,333,170,362
226_jpg.rf.f5c5b844a7b998636589f982db876d44.jpg,400,400,tennis court,165,290,179,320
226_jpg.rf.f5c5b844a7b998636589f982db876d44.jpg,400,400,tennis court,175,297,190,326
226_jpg.rf.f5c5b844a7b998636589f982db876d44.jpg,400,400,baseball diamond,204,107,236,150
226_jpg.rf.f5c5b844a7b998636589f982db876d44.jpg,400,400,baseball diamond,192,178,221,214
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,30,25,66,78
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,24,138,59,188
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,23,192,58,243
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,90,17,116,69
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,90,74,121,128
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,89,134,125,186
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,89,192,115,244
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,91,253,126,303
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,89,312,124,362
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,178,251,209,304
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,177,315,208,364
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,264,7,289,60
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,264,67,294,119
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,263,186,293,238
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,263,254,294,307
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,348,69,379,119
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,347,127,380,177
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,346,185,379,237
035_jpg.rf.a1f993770a794898f181300219e21a94.jpg,400,400,airplane,345,309,377,365
610_jpg.rf.35550de12acf56c032b4e70e04ffb3fc.jpg,400,400,tennis court,195,94,239,154
610_jpg.rf.35550de12acf56c032b4e70e04ffb3fc.jpg,400,400,basketball court,147,143,205,217
033_jpg.rf.79d8e3380f957364a6df625e8d3a2062.jpg,400,400,airplane,63,26,120,80
033_jpg.rf.79d8e3380f957364a6df625e8d3a2062.jpg,400,400,airplane,60,108,116,163
033_jpg.rf.79d8e3380f957364a6df625e8d3a2062.jpg,400,400,airplane,54,177,110,231
033_jpg.rf.79d8e3380f957364a6df625e8d3a2062.jpg,400,400,airplane,224,21,274,70
033_jpg.rf.79d8e3380f957364a6df625e8d3a2062.jpg,400,400,airplane,177,200,236,253
033_jpg.rf.79d8e3380f957364a6df625e8d3a2062.jpg,400,400,airplane,208,260,261,314
033_jpg.rf.79d8e3380f957364a6df625e8d3a2062.jpg,400,400,airplane,207,319,258,370
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,16,43,41,71
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,30,71,60,103
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,69,135,90,161
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,86,164,112,196
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,156,121,170,139
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,175,155,191,172
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,167,288,183,315
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,198,272,215,294
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,227,225,246,258
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,258,338,281,373
071_jpg.rf.ddc494839cb38a01adf1802068e1504e.jpg,400,400,airplane,283,312,305,347
647_jpg.rf.b42c1c49267596ba45d280c7fdca44de.jpg,400,400,ground track field,68,57,157,340
647_jpg.rf.b42c1c49267596ba45d280c7fdca44de.jpg,400,400,baseball diamond,206,205,237,256
385_jpg.rf.a6f76a5a43762153af1d8f084687947c.jpg,400,400,vehicle,48,275,83,299
385_jpg.rf.a6f76a5a43762153af1d8f084687947c.jpg,400,400,vehicle,13,309,48,337
385_jpg.rf.a6f76a5a43762153af1d8f084687947c.jpg,400,400,vehicle,67,288,103,317
101_jpg.rf.c12362e15ef145ea23277780a5d4c3af.jpg,400,400,baseball diamond,29,21,60,71
101_jpg.rf.c12362e15ef145ea23277780a5d4c3af.jpg,400,400,baseball diamond,109,80,141,129
101_jpg.rf.c12362e15ef145ea23277780a5d4c3af.jpg,400,400,baseball diamond,75,161,106,211
101_jpg.rf.c12362e15ef145ea23277780a5d4c3af.jpg,400,400,baseball diamond,321,220,352,272
101_jpg.rf.c12362e15ef145ea23277780a5d4c3af.jpg,400,400,baseball diamond,336,332,368,382
331_jpg.rf.60e0ba5aff733b01393f47c0c9ee1530.jpg,400,400,tennis court,194,168,229,214
331_jpg.rf.60e0ba5aff733b01393f47c0c9ee1530.jpg,400,400,tennis court,169,184,203,232
331_jpg.rf.60e0ba5aff733b01393f47c0c9ee1530.jpg,400,400,basketball court,134,203,173,234
628_jpg.rf.effb32b89313d182dc37f031db49dc65.jpg,400,400,ground track field,10,56,88,280
628_jpg.rf.effb32b89313d182dc37f031db49dc65.jpg,400,400,tennis court,33,2,45,35
628_jpg.rf.effb32b89313d182dc37f031db49dc65.jpg,400,400,tennis court,21,1,34,35
628_jpg.rf.effb32b89313d182dc37f031db49dc65.jpg,400,400,tennis court,9,2,23,35
628_jpg.rf.effb32b89313d182dc37f031db49dc65.jpg,400,400,bridge,186,173,326,327
246_jpg.rf.5955081da3a20338851529d987b02b02.jpg,400,400,ground track field,122,61,278,307
246_jpg.rf.5955081da3a20338851529d987b02b02.jpg,400,400,tennis court,41,208,62,253
246_jpg.rf.5955081da3a20338851529d987b02b02.jpg,400,400,tennis court,55,220,74,261
246_jpg.rf.5955081da3a20338851529d987b02b02.jpg,400,400,tennis court,59,162,82,201
246_jpg.rf.5955081da3a20338851529d987b02b02.jpg,400,400,tennis court,74,172,95,210
246_jpg.rf.5955081da3a20338851529d987b02b02.jpg,400,400,basketball court,75,129,107,169
246_jpg.rf.5955081da3a20338851529d987b02b02.jpg,400,400,basketball court,80,108,116,147
261_jpg.rf.1818dd1f9dd42f9f49839bd1f4a91f77.jpg,400,400,ground track field,186,70,300,339
261_jpg.rf.1818dd1f9dd42f9f49839bd1f4a91f77.jpg,400,400,baseball diamond,298,51,349,100
261_jpg.rf.1818dd1f9dd42f9f49839bd1f4a91f77.jpg,400,400,baseball diamond,301,188,341,231
395_jpg.rf.f75c7f9e3db8508deefcc8a181c44667.jpg,400,400,vehicle,223,148,243,186
395_jpg.rf.f75c7f9e3db8508deefcc8a181c44667.jpg,400,400,vehicle,253,271,272,313
395_jpg.rf.f75c7f9e3db8508deefcc8a181c44667.jpg,400,400,vehicle,263,317,282,349
395_jpg.rf.f75c7f9e3db8508deefcc8a181c44667.jpg,400,400,vehicle,274,358,292,395
251_jpg.rf.41d4c5d8f86a8ab76d7ce3527972b2fa.jpg,400,400,ground track field,143,102,287,312
251_jpg.rf.41d4c5d8f86a8ab76d7ce3527972b2fa.jpg,400,400,baseball diamond,111,79,153,125
251_jpg.rf.41d4c5d8f86a8ab76d7ce3527972b2fa.jpg,400,400,baseball diamond,302,185,332,221
201_jpg.rf.18f26b74a2480080652c801af70e290f.jpg,400,400,baseball diamond,109,13,133,43
201_jpg.rf.18f26b74a2480080652c801af70e290f.jpg,400,400,baseball diamond,211,312,243,359
201_jpg.rf.18f26b74a2480080652c801af70e290f.jpg,400,400,tennis court,47,336,67,369
201_jpg.rf.18f26b74a2480080652c801af70e290f.jpg,400,400,tennis court,57,325,76,359
201_jpg.rf.18f26b74a2480080652c801af70e290f.jpg,400,400,tennis court,69,317,86,346
201_jpg.rf.18f26b74a2480080652c801af70e290f.jpg,400,400,ground track field,134,42,222,190
590_jpg.rf.a7f8c2a4418d915dc959700f79d6cf2e.jpg,400,400,baseball diamond,244,30,294,92
590_jpg.rf.a7f8c2a4418d915dc959700f79d6cf2e.jpg,400,400,ground track field,161,70,253,316
649_jpg.rf.18cacee87aca289f28a2190fce90d9cd.jpg,400,400,basketball court,183,107,218,174
649_jpg.rf.18cacee87aca289f28a2190fce90d9cd.jpg,400,400,basketball court,217,105,253,172
475_jpg.rf.a3c6a9893277147b8aeb97be98cd23ce.jpg,400,400,ground track field,177,73,253,285
579_jpg.rf.7d1aeb99b5e692112765b3c5bbf92cfd.jpg,400,400,baseball diamond,77,113,114,161
579_jpg.rf.7d1aeb99b5e692112765b3c5bbf92cfd.jpg,400,400,baseball diamond,194,66,242,133
579_jpg.rf.7d1aeb99b5e692112765b3c5bbf92cfd.jpg,400,400,baseball diamond,107,226,142,275
579_jpg.rf.7d1aeb99b5e692112765b3c5bbf92cfd.jpg,400,400,baseball diamond,224,228,256,275
579_jpg.rf.7d1aeb99b5e692112765b3c5bbf92cfd.jpg,400,400,basketball court,12,233,33,281
579_jpg.rf.7d1aeb99b5e692112765b3c5bbf92cfd.jpg,400,400,basketball court,29,233,50,280
579_jpg.rf.7d1aeb99b5e692112765b3c5bbf92cfd.jpg,400,400,ground track field,269,10,370,75
417_jpg.rf.0b68da4d8f9670a0f3990a5f08fc1632.jpg,400,400,vehicle,235,138,263,163
417_jpg.rf.0b68da4d8f9670a0f3990a5f08fc1632.jpg,400,400,vehicle,188,193,216,220
417_jpg.rf.0b68da4d8f9670a0f3990a5f08fc1632.jpg,400,400,vehicle,97,213,125,237
417_jpg.rf.0b68da4d8f9670a0f3990a5f08fc1632.jpg,400,400,vehicle,10,250,35,273
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,baseball diamond,274,26,312,77
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,baseball diamond,165,11,202,53
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,baseball diamond,185,55,221,106
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,baseball diamond,154,311,196,372
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,baseball diamond,36,273,83,338
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,tennis court,65,151,89,187
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,tennis court,80,157,101,193
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,tennis court,93,163,115,199
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,tennis court,105,168,128,205
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,tennis court,114,118,136,155
335_jpg.rf.73642f51a357111e421536e372d8db69.jpg,400,400,tennis court,127,125,148,160
468_jpg.rf.b9623052b5f3f86c6fd47a4e11d5a8b3.jpg,400,400,ground track field,87,62,208,248
251_jpg.rf.f76f3f1fe3eab5d72e9ec24bb2765d78.jpg,400,400,ground track field,143,102,287,312
251_jpg.rf.f76f3f1fe3eab5d72e9ec24bb2765d78.jpg,400,400,baseball diamond,111,79,153,125
251_jpg.rf.f76f3f1fe3eab5d72e9ec24bb2765d78.jpg,400,400,baseball diamond,302,185,332,221
382_jpg.rf.bad92afc0ff26b3d2759e9bacff55c1d.jpg,400,400,vehicle,333,267,352,303
382_jpg.rf.bad92afc0ff26b3d2759e9bacff55c1d.jpg,400,400,vehicle,305,327,330,347
416_jpg.rf.635d2af18ca01060e6916030f4768f67.jpg,400,400,vehicle,201,65,233,89
416_jpg.rf.635d2af18ca01060e6916030f4768f67.jpg,400,400,vehicle,47,130,78,152
416_jpg.rf.635d2af18ca01060e6916030f4768f67.jpg,400,400,vehicle,171,318,208,343
